Dry_Season_2017,Dry_Season_2018,Dry_Season_2019,Dry_Season_2020,Dry_Season_2021
-1.226999998,-3.044,-0.721,-1.675,-4.169
-1.631999969,-3.044,-0.87,-1.681,-4.199
-2.486999989,-2.472,-0.912,-1.791,-4.265
-0.953999996,-2.884,-1.006,-2.446,-4.747
-1.437000036,-2.778,-1.189,-1.922,-4.95
-1.333999991,-2.679,-1.107,-2.028,-7.9
-1.51699996,-3.213,-1.204,-1.541,-2.633
-1.730999947,-2.879,-1.231,-1.292,-2.346
-2.073999882,-3.033,-1.481,-1.211,-1.785
-2.749000072,-2.504,-1.736,-0.529,-2.847
-2.493000031,-2.782,-2.264,-0.894,-2.172
-1.969000101,-2.772,-2.261,0.276,-1.985
-2.587000132,-2.393,-2.401,0.417,-1.595
-2.137000084,-2.563,-2.712,0.939,-3.365
-1.950999975,-2.086,-2.517,1.117,-3.012
-2.858999968,-2.315,-2.687,0.658,-3.534
-2.912000179,-2.285,-2.687,1.17,-2.675
-2.934999943,-2.149,-2.376,0.508,-3.37
-2.665999889,-2.143,-2.131,-1.094,-3.472
-2.236000061,-1.617,-1.875,-0.39,-3.966
-2.289999962,-1.872,-1.388,-0.502,-3.331
-2.471999884,-1.632,-1.376,-0.54,-3.422
-2.219000101,-1.646,-1.167,0.079,-3.219
-2.301000118,-1.581,-0.802,-0.993,-6.599
-2.690000057,-1.669,-0.195,-1.316,-5.926
-2.065000057,-1.609,0.094,-0.466,-5.656
-2.174000025,-1.689,-0.15,-0.269,-5.327
-2.686000109,-1.587,-0.133,-2.782,-3.73
-2.415999889,-1.886,0.024,-0.737,-4.7
-2.148000002,-2.275,-0.371,-1.403,-3.516
-2.104000092,-2.464,-0.334,-0.903,-4.021
-2.687999964,-3.18,0.235,-0.969,-4.554
-3.347000122,-2.057,-0.161,-1.8,-4.476
-5.258999825,-1.097,-0.23,-1.622,-4.185
-1.963999987,-2.943,0.15,-1.376,-5.024
-0.112000003,-2.911,0.292,-1.057,-4.644
-1.79400003,-1.746,-0.666,-1.272,-4.768
-0.843999982,-2.749,-0.799,-1.473,-4.293
0.819999993,-2.273,-0.335,-1.363,-4.577
1.975000024,-2.267,-0.802,-1.401,-4.555
1.181999922,-2.187,-0.307,-1.62,-4.728
-0.777999997,-1.807,-0.664,-1.505,-4.484
-0.725000024,-1.76,-0.424,-1.705,-4.353
-5.847000122,-0.897,-0.241,-1.953,-4.457
-6.013999939,-2.276,-0.266,-2.133,-4.358
-1.202999949,-1.991,-0.678,-2.196,-4.524
-1.416000009,-1.997,-0.244,-2.244,-4.052
-0.791999996,-1.305,-0.38,-2.256,-3.953
-0.864000022,-2.529,-0.738,-2.245,-4.011
-1.928000093,-2.529,-0.669,-2.398,-4.096
-1.736000061,-2.342,-0.579,-2.465,-5.003
-1.729000092,-2.93,-0.749,-2.417,-6.002
-2.092999935,-2.366,-0.569,-2.225,-6.221
0.002,-3.06,-0.734,-2.3,-3.258
5.641999722,-2.868,-0.899,-2.178,-2.862
5.638000011,-2.951,-0.667,-2.516,-2.409
-1.25999999,-2.507,-0.545,-2.41,-2.074
-1.156999946,-2.513,-0.653,-2.595,-1.756
-2.026000023,-2.475,-0.717,-2.6,-3.64
-1.869000077,-2.878,-0.717,-2.625,-1.339
-2.470000029,-2.732,-0.751,-2.766,-1.807
-1.381999969,-2.62,-0.857,-2.657,-2.106
-2.52699995,-2.155,-0.959,-2.118,-3.436
-2.209000111,-2.025,-0.925,-1.665,-3.293
-2.579999924,-2.215,-1.088,-1.623,-3.105
-2.462000132,-2.195,-1.265,-0.252,-3.056
-2.750999928,-1.855,-1.348,-0.645,-3.228
-3.099999905,-1.553,-1.37,-0.663,-3.789
-2.368999958,-1.527,-1.623,-0.107,-2.722
-2.542999983,-1.87,-1.62,0.038,-3.019
-2.106999874,-1.927,-2.218,0.538,-2.877
-2.500999928,-1.566,-2.212,0.212,-2.837
-2.521999836,-1.558,-2.625,1.121,-3.015
-2.28399992,-1.538,-2.544,0.275,-3.254
-2.512000084,-1.609,-2.684,-0.41,-5.242
-2.804000139,-2.196,-2.108,-0.436,-5.021
-2.342999935,-2.121,-2.017,-0.306,-5.405
-2.518000126,-2.002,-2.004,-0.505,-5.226
-2.601999998,-2.167,-1.75,-0.679,-3.812
-2.262000084,-2.613,-1.765,-0.411,-3.677
-2.561000109,-5.421,-0.845,-0.296,-3.999
-3.313999891,-5.421,-0.728,-0.704,-3.948
-4.943999767,-3.296,-0.664,-1.307,-4.205
3.254000187,-3.663,0.303,-1.181,-4.14
0.426000029,-4.447,0.041,-4.244,-4.458
0.123999998,-1.657,0.627,-4.249,-4.474
-0.919999957,-2.821,-0.416,-1.169,-4.657
0.397000015,-2.443,0.145,-0.442,-4.4
0.388999999,-2.217,-0.063,-1.429,-4.172
1.023000002,-0.429,0.486,-1.047,-5.064
1.243000031,-0.466,-0.145,-0.736,-4.695
-2.066999912,-1.147,-0.048,-1.083,-4.501
-2.082000017,-1.657,0.013,-1.603,-4.715
-1.177999973,-1.499,-0.404,-1.792,-4.511
-1.240999937,-2.158,-0.34,-1.734,-4.699
-5.868999958,-2.657,-0.182,-1.516,-4.535
-6.288000107,-2.373,-0.421,-1.526,-4.417
-6.277999878,-2.075,-0.212,-1.789,-4.126
-1.657999992,-2.208,0.007,-1.698,-4.16
-2.085999966,-2.643,-1.595,-1.599,-4.216
-1.166000009,-1.693,-0.481,-1.972,-4.334
-1.194999933,-2.121,-0.478,-1.968,-4.954
-2.061000109,-2.472,-0.331,-2.195,-6.569
-3.150000095,-1.664,-0.124,-2.149,-5.222
1.013000011,-3.451,-0.563,-2.333,-9.488
-1.648999929,-3.451,-0.618,-2.137,-9.489
-1.653000116,-3.219,-0.498,-2.416,-3.843
-1.414000034,-2.394,-0.699,-2.5,-2.48
-2.148000002,-1.993,-0.466,-2.421,-2.47
-1.745000124,-3.253,-0.47,-2.523,-1.195
-2.118999958,-3.18,-0.46,-2.41,-2.441
-2.424000025,-2.584,-0.436,-2.516,-1.981
-1.623999953,-2.78,-0.507,-2.254,-1.429
-2.348999977,-3.399,-0.631,-2.535,-1.574
-2.453999996,-3.003,-0.465,-2.3,-1.258
-2.700000048,-3.099,-0.505,-2.222,-3.965
-2.985000134,-2.316,-0.596,-2.606,-3.481
-2.937000036,-2.506,-0.749,-2.611,-3.885
-2.361000061,-2.045,-0.715,-2.601,-3.286
-2.855000019,-2.302,-0.655,-3.156,-3.616
-2.782000065,-2.055,-0.582,-2.53,-3.157
-1.850000024,-1.823,-0.761,-2.466,-3.365
-2.434999943,-2.026,-0.687,-1.41,-3.68
-2.672999859,-1.829,-0.706,-0.869,-2.957
-2.558000088,-1.577,-0.79,-0.743,-3.218
-2.651000023,-1.772,-0.854,-0.811,-3.048
-2.645999908,-1.824,-0.933,-0.839,-3.286
-2.927999973,-1.695,-0.991,-0.216,-3.782
-2.447999954,-1.432,-1.202,-0.257,-3.347
-3.023999929,-1.379,-1.223,-0.002,-2.495
-3.234999895,-1.377,-1.242,0.732,-2.497
-3.268999815,-1.791,-1.331,0.75,-2.728
-4.979000092,-1.523,-1.645,1.288,-2.727
0.288000017,-1.632,-1.642,0.411,-2.889
-1.715999961,-2.091,-2.178,-0.193,-3.136
0.01,-2.364,-2.163,-0.754,-3.74
-0.518999994,-2.65,-2.129,-0.314,-3.686
0.669999957,-2.65,-2.789,-0.436,-3.884
0.659000039,-4.768,-2.833,-0.585,-4.407
-0.901000023,-5.264,-2.251,-0.958,-4.026
1.511999965,-2.742,-1.744,-1.184,-4.835
0.478000015,-3.954,-1.867,-0.614,-5.078
1.862000108,-3.485,-1.461,-0.077,-4.789
-0.931999981,-2.095,-1.703,-1.098,-4.539
-1.286000013,-2.134,-0.533,-1.383,-4.48
-1.350000024,-1.363,-0.727,-0.277,-4.358
-1.95599997,-1.237,0.642,-0.952,-4.534
-1.764999986,-1.059,0.623,-0.958,-4.725
-0.868000031,0.008,0.336,-1.816,-4.609
-0.969999969,-1.019,0.768,-0.842,-4.599
-1.463000059,-0.983,-0.044,-1.012,-4.348
-1.213000059,-1.084,0.069,-1.006,-4.314
-1.531999946,-1.906,-0.142,-1.582,-4.164
-0.84799993,-2.295,-0.035,-1.271,-4.207
-0.860999942,-1.494,0.04,-1.737,-4.287
-2.092999935,-1.13,0.205,-0.945,-4.148
-1.848999977,-1.758,0.383,-1.504,-3.92
-1.629000068,-1.571,-0.095,-1.75,-3.724
-1.861000061,-2.659,-0.164,-1.287,-4.776
-2.261000156,-1.852,-0.327,-1.862,-5.621
-2.264999866,-1.934,-0.22,-1.927,-5.124
-2.815000057,-1.701,-0.1,-1.845,-13.311
-1.947999954,-2.108,-0.58,-1.703,-13.313
-2.203999996,-1.136,-0.492,-1.994,-3.541
-1.697999954,-2.907,-0.416,-2.118,-1.776
-1.943000078,-2.281,-0.971,-2.205,-1.064
-3.433000088,-2.281,-0.328,-2.442,-1.921
-2.657000065,-2.801,-0.681,-2.461,-1.298
-2.082999945,-2.829,-0.678,-2.65,-1.401
-2.855999947,-2.316,-0.402,-2.821,-1.065
-2.731999874,-2.268,-0.508,-2.666,-1.531
-3.059000015,-3.061,-0.811,-2.625,-1.415
-3.049000025,-2.527,-0.9,-2.646,-1.241
-4.286999702,-2.832,-0.931,-2.408,-4.46
-6.55700016,-2.656,-0.525,-2.346,-4.296
-6.479000092,-2.696,-0.119,-2.284,-3.636
-3.085000038,-2.759,-0.54,-2.854,-3.658
-3.129999876,-2.595,-0.22,-2.626,-3.637
-2.891000032,-2.586,-0.469,-2.298,-3.121
-2.606999874,-2.242,-0.562,-2.303,-3.324
-3.013000011,-1.793,-0.562,-2.408,-3.479
-3.154000044,-1.936,-0.594,-2.257,-3.692
-2.707999945,-1.943,-0.774,-2.548,-3.169
-4.025000095,-1.743,-0.642,-1.932,-3.421
-4.920000076,-1.525,-0.636,-1.93,-2.344
-4.34800005,-1.538,-0.715,-1.678,-3.427
-5.230999947,-1.669,-0.769,-1.584,-3.862
0.368000001,-1.495,-0.624,-0.894,-4.301
0.009000001,-1.457,-0.637,-0.405,-2.57
-0.300000012,-1.489,-0.685,-0.377,-2.163
-0.523999989,-1.673,-0.605,-0.369,-2.166
-0.298000008,-1.646,-0.773,0.144,-3.996
-0.72299999,-1.731,-0.771,0.324,-3.526
-0.486999989,-1.664,-0.965,1.016,-3.647
1.101999998,-2.006,-1.099,0.057,-3.592
1.497999907,-2.317,-1.093,1.405,-3.647
-1.256000042,-2.719,-1.157,-0.84,-3.095
-1.611000061,-2.764,-1.006,-0.673,-4.746
-1.752000093,-2.764,-1.131,-0.128,-5.07
-1.681999922,-4.674,-1.505,-0.691,-4.649
-1.704999924,-2.883,-1.502,-0.148,-4.566
-1.042000055,-2.452,-1.593,-0.467,-5.023
-1.023999929,-3.613,-1.657,-0.774,-5.083
-1.230000019,-2.021,-2.187,-0.263,-4.683
-1.15200007,-1.433,-2.409,-0.693,-4.766
-1.337000012,-1.937,-2.535,-0.173,-4.258
-0.046,-0.838,-2.299,-0.478,-4.592
-0.442999989,-1.264,-1.871,-0.151,-5.873
-0.824000001,-1.338,-1.401,-1.219,-4.416
-0.273000002,-1.628,-0.945,-1.008,-4.339
-1.181999922,0.918,-1.228,-1.013,-4.656
-1.629999876,-0.35,-0.199,-1.465,-4.634
-0.365999997,-2.336,0.153,-0.928,-4.27
-1.916000009,-2.274,0.818,-0.702,-4.301
-1.920000076,-2.479,0.652,-0.986,-4.996
-1.360000014,-2.388,0.136,-0.961,-4.319
-1.337000012,-2.115,0.061,-1.437,-4.109
-6.013000011,-1.717,0.521,-1,-4.497
-6.573999882,-1.038,-0.082,-2.058,-5.006
-2.403000116,-1.597,-0.256,-1.346,-4.497
-2.223999977,-1.778,0.174,-1.48,-6.658
-3.258000135,-2.856,0.172,-1.679,-4.136
-3.351999998,-1.534,0.216,-1.724,-1.073
-3.342999935,-2.017,0.608,-1.837,-1.181
-2.601000071,-1.022,0.652,-1.727,-1.432
-2.97300005,-1.922,0.091,-1.918,-2.015
-0.415999979,-5.544,-0.266,-2.05,-1.231
-2.776000023,-6.228,0.232,-2.383,-0.62
-3.761000156,-3.326,0.068,-2.371,-1.776
-3.690000057,-2.923,0,-2.425,-0.888
-3.488000155,-2.923,-0.657,-2.757,-1.642
-4.279999733,-2.822,1.381,-2.769,-3.65
-3.540999889,-3.116,0.789,-3.027,-3.773
-5.038000107,-2.616,-0.29,-2.82,-3.937
-4.769000053,-2.934,-0.776,-2.874,-4.298
-6.141999722,-2.505,-0.991,-2.881,-3.289
-6.141999722,-3.142,-0.988,-2.711,-3.367
-5.31799984,-2.53,-1.039,-2.849,-2.807
-4.447000027,-2.547,-0.369,-2.762,-3.036
-0.041000001,-2.577,-0.911,-2.906,-2.845
0.488000005,-2.775,-0.246,-2.635,-2.784
0.263999999,-2.62,-0.712,-2.369,-3.209
-0.093999997,-2.292,-0.675,-2.374,-2.823
0.216000006,-2.236,-0.442,-2.547,-4.046
2.09100008,-1.964,-0.585,-2.488,-3.735
0.170000002,-2.006,-0.63,-2.309,-3.964
-1.078999996,-1.815,-0.629,-2.146,-4.273
0.672999978,-1.453,-0.668,-1.707,-3.226
-0.457000017,-1.421,-0.749,-1.705,-1.981
-1.391000032,-1.6,-0.863,-1.322,-2.562
-1.299999952,-1.703,-0.812,-1.277,-2.564
-1.645999908,-1.675,-0.879,-0.481,-4.809
-1.364000082,-1.759,-0.99,-0.524,-3.69
-0.393999994,-1.712,-1.026,0.784,-4.253
0.164000005,-1.523,-0.92,-0.043,-3.876
-0.432000011,-1.859,-0.886,0.137,-3
-0.413000017,-1.753,-0.691,1.2,-3.866
-1.480000019,-1.556,-0.718,1.204,-3.591
0.56099999,-1.667,-0.845,1.529,-3.821
0.088,-2.199,-0.955,-0.928,-4.244
-1.118999958,-1.924,-1.157,-0.887,-4.729
-2.407000065,-2.267,-1.131,-0.464,-4.943
-5.539999962,-2.267,-1.187,-0.906,-5.087
-6.251999855,-1.819,-1.146,-0.977,-5.082
-2.129999876,-1.483,-1.429,-0.913,-4.422
-0.738999963,-2.337,-1.268,-0.321,-4.638
4.359000206,-1.557,-1.265,-0.532,-4.57
4.72300005,-2.201,-1.672,-0.761,-6.036
-1.363000035,-1.184,-1.865,0.132,-6.134
-1.503999949,-1.72,-2.029,-0.823,-5.924
-1.325000048,-0.507,-2.685,0.166,-6.051
-3.286000013,-0.978,-2.298,-0.585,-4.592
-3.2900002,-0.241,-2.311,-0.666,-4.405
-5.979000092,-0.609,-1.407,-0.291,-4.597
-6.966000557,-1.553,-0.915,-1.011,-4.822
-6.636000156,-0.039,-0.934,-1.432,-4.754
-6.782000065,-0.14,-0.524,-0.813,-5.705
-6.634999752,-2.163,0.562,-0.818,-5.709
-7.68200016,-2.073,0.659,-0.887,-5.292
-0.119000003,-2.479,0.371,-1.761,-5.114
-3.531000137,-1.95,0.881,-1.281,-6.172
-2.328999996,-2.039,0.266,-0.563,-5.786
-2.299000025,-1.668,0.502,-1.281,-5.786
-2.997999907,-1.475,0.146,-1.617,-2.252
-2.746999979,-1.525,-0.022,-1.371,-0.904
-3.054000139,-1.227,0.145,-1.866,-1.071
-3.493000031,-2.47,0.127,-1.568,-1.813
-3.315999985,-2.153,0.102,-1.209,-1.508
-3.411999941,-1.743,-0.157,-1.558,-1.295
-3.70600009,-1.173,0.385,-1.842,-1.936
-3.174999952,-1.843,0.315,-1.926,-1.966
-4.022999763,-1.624,-0.021,-1.869,-1.915
-3.352999926,-2.296,0.533,-2.08,-0.825
-3.299999952,-2.519,0.502,-2.362,-3.025
-4.170000076,-2.023,0.108,-2.425,-3.305
-4.086999893,-2.125,-0.018,-2.538,-3.627
-4.808000088,-2.308,-0.1,-2.778,-3.31
-6.519999504,-2.634,0.128,-2.813,-3.058
-6.375999928,-2.634,0.009,-2.89,-2.728
-7.151999474,-3.229,-1.079,-3.008,-3.456
-3.677000046,-2.44,-0.776,-3.023,-3.27
6.493000031,-3.458,-0.743,-2.954,-3.252
0.116999999,-2.797,-0.74,-2.956,-2.575
0.935000062,-2.667,-0.363,-2.525,-3.072
0.759000003,-2.943,-0.278,-2.627,-2.246
-0.245000005,-2.857,-0.718,-2.516,-2.085
0.273000002,-2.476,-0.435,-2.616,-2.761
-1.252000093,-2.889,-0.792,-2.885,-3.22
0.358999997,-2.612,-0.329,-2.531,-2.997
0.115999997,-2.783,-0.364,-2.536,-2.69
1.251000047,-2.112,-0.805,-2.407,-4.229
-0.201000005,-2.042,-0.65,-2.349,-2.681
-0.883000016,-1.864,-0.736,-2.36,-3.402
-1.062999964,-1.888,-0.78,-2.034,-4.234
-0.342000008,-1.511,-0.669,-2.116,-3.68
-1.439999938,-1.758,-0.734,-1.599,-4.674
1.035000086,-1.67,-0.692,-1.062,-4.677
0.215000004,-1.731,-0.865,-0.265,-4.415
0.077,-1.84,-1.007,-0.167,-4.341
-1.010999918,-1.684,-0.964,-0.208,-3.004
2.181999922,-1.851,-0.988,-0.224,-3.423
-4.856999874,-1.734,-0.946,0.358,-4.499
1.957000017,-1.962,-0.953,-0.168,-4.325
2.304999828,-1.913,-0.966,0.746,-4.578
4.816999912,-2.072,-0.828,0.85,-4.125
7.794000149,-1.961,-1,-0.385,-4.456
-5.847000122,-1.761,-1.099,-0.594,-5.029
-4.286999702,-1.981,-1.068,-0.727,-4.669
4.763999939,-1.772,-1.083,-0.565,-5.02
-2.037999868,-1.62,-1.162,-0.095,-4.354
-1.513000011,-1.62,-1.301,-0.473,-4.365
-1.274999976,-2.669,-1.387,-0.798,-4.847
-2.495000124,-2.104,-1.165,-0.442,-4.927
-2.499000072,-2.054,-1.269,-0.525,-4.798
-6.487999916,-0.754,-1.266,-0.201,-4.73
-7.319000244,-0.448,-1.236,-0.426,-4.983
-6.658999443,-1.117,-1.405,-0.377,-4.595
-7.289000034,-1.001,-2.557,-0.539,-4.707
-7.652999878,-0.019,-2.906,0.196,-4.358
-7.448999882,-0.336,-2.099,0.367,-4.728
0.214000016,-0.787,-2.257,-1.03,-4.64
6.491000175,-0.882,-1.947,-1.281,-5.53
-0.030999999,-0.64,-1.135,-0.478,-5.775
-0.501000047,-0.902,-0.879,-0.643,-5.167
-3.664000034,-1.142,-0.118,-0.648,-5.316
-2.839999914,-1.668,-0.08,-0.715,-5.794
-3.188999891,-1.417,0.288,-0.745,-5.543
-3.070000172,-1.918,0.701,-1.032,-5.257
-3.186000109,-2.009,0.247,-1.208,-5.257
-3.441999912,-2.446,0.972,-1.536,-1.782
-3.499000072,-1.78,0.708,-1.204,-0.774
-3.967999935,-2.112,0.847,-1.087,-1.447
-3.634999752,-2.17,0.871,-1.092,-1.474
-3.90199995,-2.054,0.615,-1.385,-1.304
-3.855000019,-1.927,0.677,-1.172,-1.613
-3.970000029,-1.228,0.825,-1.797,-1.653
-3.372999907,-1.832,0.709,-1.891,-2.275
-3.906000137,-1.153,0.386,-2.074,-1.121
-4.56099987,-2.077,0.418,-2.203,-0.965
-5.161000252,-1.808,0.615,-2.281,-2.958
-5.741999626,-1.89,0.255,-2.368,-2.906
-6.321000099,-1.774,0.805,-2.619,-2.576
-5.585000038,-1.346,0.418,-2.822,-2.992
-3.720000029,-2.218,0.354,-3.036,-3.601
2.411000013,-2.074,0.234,-3.182,-2.622
3.302000046,-2.143,-0.108,-3.151,-3.299
0.860999942,-2.118,-0.339,-3.159,-3.073
-0.492999971,-2.524,-0.128,-2.984,-3.42
1.083999991,-2.902,-1.445,-3.185,-3.609
0.768000007,-2.902,-0.228,-3.099,-3.094
0.943999946,-2.523,-1.058,-3.183,-2.747
0.149000004,-4.201,-0.791,-3.05,-2.713
1.371000052,-2.757,-0.788,-2.877,-3.032
0.163000003,-2.799,-1.202,-2.649,-2.766
0.463,-2.816,-0.733,-2.821,-3.573
0.698000014,-2.409,-0.69,-2.634,-3.23
0.479000002,-2.091,-0.811,-2.639,-2.255
-0.744000018,-2.583,-0.711,-2.434,-3.337
0.068000004,-2.739,-0.501,-2.588,-1.873
-1.291000009,-2.65,-0.509,-2.143,-3.392
-0.476999998,-2.147,-0.815,-1.918,-2.552
-1.680999994,-2.196,-0.868,-1.638,-3.539
-0.303000003,-2.07,-0.873,-1.65,-3.785
-0.893999934,-1.755,-0.812,-1.535,-3.788
0.457000017,-1.428,-0.615,-0.761,-4.146
-4.751999855,-1.616,-0.745,0.098,-4.926
-4.445000172,-1.716,-0.799,-0.592,-3.398
-5.373000145,-1.77,-0.927,-0.099,-4.405
-4.956000328,-1.759,-1.056,0.724,-5.143
2.363999844,-1.984,-1.043,1.434,-4.253
3.063999891,-1.783,-1.032,0.253,-4.476
8.18599987,-1.848,-1.124,0.5,-4.487
7.370999813,-1.633,-1.123,0.53,-3.998
-2.24000001,-1.952,-1.114,0.353,-4.975
-2.462000132,-1.868,-1.11,0.296,-4.775
-2.15899992,-1.765,-1.111,-0.108,-4.579
-2.162000179,-1.868,-1.109,-0.196,-4.652
-1.486999989,-1.921,-1.299,0.115,-4.62
-0.54400003,-2.021,-1.199,-0.042,-5.094
-2.467000008,-2.262,-1.187,-0.197,-4.887
-2.138999939,-3.001,-1.258,0.073,-4.855
0.382999986,-3.001,-1.296,-0.252,-4.179
0.377999991,-3.155,-1.263,-0.222,-4.447
-6.421000004,-1.98,-1.259,0.155,-4.577
-6.727999687,-2.109,-1.256,-0.65,-4.456
-7.355999947,0.389,-1.727,-0.001,-4.73
-7.377999783,-1.19,-1.673,-0.166,-4.671
-3.809000015,-0.691,-1.87,1.129,-4.905
-3.386999846,-0.242,-2.061,0.598,-4.747
-0.294,-0.493,-1.38,0.098,-4.868
-3.601999998,-0.806,-2.025,0.154,-5.056
-3.963000059,-0.93,-1.455,-0.668,-5.813
-3.370000124,-0.88,-1.053,-1.918,-6.289
-3.838000059,-0.77,-0.141,-1.245,-5.209
-3.092999935,-1.133,-0.146,-1.39,-1.623
-2.986999989,-1.536,0.097,-1.395,-1.345
-3.484999895,-1.185,0.715,-1.592,-0.761
-3.22300005,-1.737,-0.212,-0.757,-2.452
-3.22300005,-1.4,1.092,-1.721,-2.553
-3.429999828,-0.888,0.505,-1.469,-1.483
-2.855999947,-1.372,0.747,-1.502,-1.487
-3.124000072,-1.753,1.001,-1.37,-0.873
-2.960000038,-1.148,0.493,-1.767,-1.813
-4.322000027,-1.49,0.853,-1.914,-1.822
-2.712999821,-1.052,0.65,-2.138,-2.319
-3.661999941,-1.231,0.511,-1.779,-1.847
-4.268000126,-1.428,0.849,-1.709,-2.132
-5.074000359,-0.788,0.923,-1.588,-3.04
-5.824000359,-2.118,0.886,-1.99,-3.604
-2.094000101,-3.467,0.759,-2.013,-3.196
-0.939999938,-1.702,0.593,-2.289,-3.141
-0.943000019,-1.835,0.509,-2.394,-3.607
-0.028000001,-3.116,-0.123,-2.567,-3.221
0.088,-3.343,0.434,-2.971,-3.018
1.332999945,-2.877,0.332,-3.091,-3.37
0.787,-2.878,0.622,-3.201,-3.68
0.787,-2.888,0.398,-3.339,-3.187
-0.375,-3.036,-0.286,-3.238,-3.464
1.713999987,-2.711,-0.026,-3.211,-3.954
1.037999988,-2.354,2.303,-3.231,-2.761
-4.015999794,-2.694,-0.887,-3.083,-2.912
-4.006999969,-2.02,-0.704,-3.253,-2.659
-4.595999718,-2.48,0.247,-3.084,-4.912
0.66900003,-3.225,-1.879,-3.128,-5.051
1.549000025,-2.567,0.853,-2.776,-4.826
1.031000018,-2.045,-0.63,-3.163,-1.558
-0.584999979,-1.643,-0.12,-3.062,-2.014
-0.844999969,-1.659,-0.614,-3.067,-3.176
-1.098999977,-1.561,-0.76,-2.677,-3.233
-0.943000019,-1.717,-0.757,-2.464,-3.218
-0.931999981,-1.712,-0.553,-2.414,-3.22
-1.075000048,-1.727,-0.806,-2.055,-4.851
-5.136000156,-1.665,-0.52,-0.322,-4.375
-5.566999912,-1.734,-0.617,-1.083,-4.076
-3.092999935,-1.882,-0.503,-0.566,-4.14
-5.215000153,-1.766,-0.721,-0.787,-3.704
2.978000164,-1.875,-0.497,-1.11,-4.746
4.164999962,-2.087,-0.735,-0.716,-4.871
-1.938999891,-2.086,-0.921,-0.04,-5.174
-2.497999907,-1.957,-0.802,-0.835,-5.269
0.872999966,-1.903,-0.768,0.358,-4.918
-2.304999828,-2.078,-0.862,-0.311,-4.336
-1.539000034,-2.017,-0.878,0.836,-4.952
-2.039999962,-1.913,-0.929,0.646,-4.375
-2.48300004,-2.072,-0.975,0.581,-4.651
-1.667999983,-1.889,-1.157,0.357,-5.124
-1.671999931,-2.844,-1.113,0.193,-4.52
-2.944000006,-2.844,-1.159,0.107,-4.512
0.763000011,-3.105,-1.154,0.314,-4.793
-6.308000088,-1.721,-1.117,0.287,-4.365
-2.414000034,-5.709,-1.19,-0.085,-3.985
-3.75,-1.581,-1.103,-0.55,-4.22
-3.047999859,-0.94,-0.941,-0.369,-4.44
-3.340000153,-0.343,-1.112,0.103,-4.411
-0.34799999,-0.005,-1.241,0.441,-4.69
-1.018000007,-0.854,-1.169,0.5,-4.82
-4.220999718,-0.881,-1.243,0.773,-4.547
-0.592000008,-0.811,-1.362,0.39,-5.141
-3.789000034,-1.457,-1.352,0.447,-5.521
-2.900000095,-1.748,-1.626,1.456,-6.466
-3.044000149,0.604,-1.623,-0.047,-7.053
-3.169000149,-1.856,-1.572,0.013,-7.053
-3.234999895,-0.96,-1.911,-0.87,-3.355
-3.470000029,-0.336,-1.545,-0.186,-1.54
-3.486000061,-0.64,-1.505,0.612,-1.685
-3.690000057,-1.373,-1.5,-0.668,-2.175
-3.688999891,-1.311,-1.57,-1.783,-2.202
-3.950000048,-1.537,-1.733,-1.788,-0.518
-3.509999752,-1.01,-1.397,-0.684,-0.83
-3.233999968,-1.117,-0.895,-1.183,-1.589
-3.190999985,-1.063,-0.138,-1.407,-0.109
-3.340000153,-1.331,0.133,-1.688,-1.395
-3.608999968,-1.14,-0.033,-2.13,-2.911
-4.204999924,-1.565,0.592,-0.849,-2.114
-1.708999991,-1.306,0.654,-1.312,-1.837
-2.02699995,-0.765,0.242,-1.887,-1.874
-1.810000062,-1.071,-0.186,-1.718,-1.637
3.875999928,-0.936,-0.469,-1.764,-1.718
-0.079000004,-1.233,-0.074,-1.955,-1.702
-0.31099999,-1.553,-0.071,-2.152,-1.93
-0.086999998,-3.317,0.372,-2.112,-2.946
0.530000031,-3.121,0.784,-2.266,-3.396
1.13499999,-1.54,0.866,-2.095,-3.429
0.428000033,-2.642,0.852,-2.608,-3.643
1.25,-2.515,0.999,-2.736,-4.232
2.945000172,-2.764,0.868,-3.042,-3.233
0.052999996,-2.927,0.96,-3.193,-3.2
1.125,-2.928,0.811,-3.491,-3.193
-0.67900002,-2.909,0.731,-3.519,-3.065
-0.149000004,-2.497,0.632,-3.437,-3.25
-0.152999997,-2.661,0.53,-3.525,-6.065
5.032000065,-3.093,0.32,-3.283,-5.663
-0.321999997,-2.97,0.326,-3.44,-4.755
0.876000047,-2.198,0.148,-3.474,-4.425
0.843000054,-2.569,0.304,-3.344,-2.678
0.270000011,-2.569,0.57,-3.227,-3.88
0.395000011,-1.928,0.61,-3.144,-2.045
3.611999989,-1.884,0.302,-3.165,-2.626
3.545000076,-1.675,0.276,-3.389,-3.477
-0.59799999,-1.192,-1.355,-3.394,-3.012
2.644999981,-1.517,-0.236,-3.072,-3.014
-4.359999657,-1.568,0.583,-2.897,-3.74
-5.097000122,-1.804,-0.871,-1.808,-4.715
-8.545999527,-1.746,-0.188,-1.96,-3.988
-2.414999962,-1.778,-0.053,-1.789,-4.931
-1.47299993,-1.778,-0.446,-1.637,-3.823
-1.782999992,-1.77,-1.376,-0.97,-5.786
-1.802000046,-1.801,-1.373,-0.973,-6.826
