Dry_Season_2017,Dry_Season_2018,Dry_Season_2019,Dry_Season_2020,Dry_Season_2021
-8.666999817,-0.8,-1.92,-0.795,-5.264
-7.062000275,-0.772,-2.004,-1.188,-5.188
-5.068999767,-0.507,-2.11,-1.438,-4.979
-4.759999752,-0.347,-2.865,-1.274,-5.309
-4.234999657,-0.169,-2.34,-1.694,-5.684
-2.763000011,-0.51,-2.316,-0.692,-5.593
0.918000042,-0.793,-2.636,-1.023,-5.835
-6.220999718,-0.334,-2.753,-0.561,-6.219
-9.559000015,-0.591,-3.582,-0.97,-6.203
-6.059000015,-0.92,-3.267,-1.553,-6.035
-3.832000017,-1.736,-3.073,-4.254,-6.581
0.027000001,-1.686,-3.057,-2.34,-7.035
-3.072000027,-1.41,-3.099,-0.614,-6.582
-3.629000187,-1.68,-2.972,-1.147,-7.257
-0.128999993,-1.587,-2.775,-3.282,-6.014
-0.380999982,-1.373,-3.916,-1.613,-6.174
-7.412000179,-2.253,-4.592,-3.182,-7.762
1.285000086,-1.943,-3.549,-2.221,-7.509
-5.822999954,-1.476,-6.576,-1.691,-4.535
-1.833999991,-1.395,-5.324,-3.071,-3.464
-1.83799994,-7.611,-6.916,-2.678,-5.583
-1.878000021,-4.457,-3.817,-2.683,-5.927
-1.121000052,-4.119,-2.86,-4.02,-4.129
-1.023000002,-3.544,-2.656,-2.107,-5.755
-1.907999992,-2.193,-3.453,-1.766,-5.757
-2.919000149,-0.642,-3.45,-1.439,-4.931
-1.427999973,-1.836,-2.86,-3.429,-4.436
-0.626999974,-2.671,-2.357,-2.695,-6.012
-0.018000001,-2.366,-2.37,-2.212,-4.197
1.002000093,-2.477,-2.641,-2.293,-4.505
0.352999985,-2.89,-0.787,-3.948,-5.5
1.593999982,-0.877,-2.77,-3.347,-5.008
1.138000011,0.245,-0.324,-3.074,-6.157
0.222000003,0.08,-0.321,-2.648,-4.978
1.13499999,-2.643,-1.122,-2.239,-5.878
-1.240999937,-2.32,-1.363,-3.244,-4.692
-5.602000237,-1.057,-0.726,-3.116,-5.36
-4.736999989,-1.469,-4.277,-2.302,-4.346
-6.137000084,-1.469,-2.223,-2.418,-4.349
-6.140999794,-1.482,-2.265,-2.355,-4.454
2.113999844,-1.503,-2.273,-2.995,-3.149
2.714999914,-1.643,-2.54,-3.01,-3.893
1.884000063,-1.79,-2.607,-3.097,-4.658
1.759000063,-0.791,-1.13,-3.379,-3.731
-7.640000343,-0.97,-2.533,-2.821,-4.268
-6.001999855,-0.966,-1.097,-2.953,-4.985
-3.042999983,-0.964,-0.304,-3.274,-4.707
-5.458000183,-1.193,0.171,-2.728,-5.629
-5.796000004,-1.559,0.43,-2.974,-4.98
-5.650000095,-0.955,-3.112,-2.136,-5.483
-6.833999634,-0.955,-3.562,-1.717,-4.375
-6.640000343,-1.446,-4.075,-1.705,-4.65
-7.487000465,-2.268,-4.707,-1.796,-4.453
-4.710999966,-1.544,-1.067,-1.558,-3.748
-6.322999954,-1.456,-0.417,-1.28,-3.872
-5.809999943,-0.942,-0.471,-1.334,-3.832
-2.766000032,-0.971,-0.768,-0.656,-3.607
-2.315000057,-1.407,-0.891,-1.28,-3.951
-2.881999969,-2.328,-0.514,-1.433,-4.043
-6.803999901,-2.229,-0.603,0.366,-3.887
-6.533999443,-1.923,-0.358,1.29,-3.922
-7.93900013,-2.14,-0.471,0.406,-3.75
-7.94299984,-2.669,-0.291,0.655,-3.701
-6.779000282,-2.856,-0.305,0.578,-3.8
-6.987000465,-3.358,-0.317,-0.413,-3.374
-6.770999908,-1.045,0.179,-0.726,-6.14
-7.015000343,-2.592,0.136,1.11,-3.706
-7.190000057,-3.353,-0.608,0.959,-5.179
-6.43900013,-4.667,-0.488,1.07,-5.182
-6.224999905,-3.635,-0.919,0.584,-4.776
-6.338999748,-3.628,-0.425,1.159,-4.773
-4.97300005,-4.473,-0.422,1.398,-5.574
-3.731999874,-3.411,-1.461,0.379,-5.609
-4.109999657,-3.002,-1.544,1.17,-6.004
-5.565000057,-3.662,-1.364,0.939,-5.466
-6.018000126,-3.135,-1.876,1.038,-6.186
-6.509999752,-4.013,-1.694,0.735,-5.926
-6.324999809,-4.013,-1.768,0.443,-5.765
-6.816000462,-3.443,-1.762,0.07,-6.191
-7.863999844,-3.712,-2.1,-0.31,-6.083
-6.627999783,-3.55,-1.871,-0.721,-5.513
-3.577000141,-4.594,-1.948,-0.358,-5.187
-2.795000076,-3.522,-2.176,-0.23,-5.651
-3.695000172,-4.708,-2.065,-0.199,-5.749
-4.710999966,-4.51,-2.091,-0.202,-5.782
-4.031000137,-4.76,-2.181,-0.207,-6.13
-4.546999931,-4.735,-2.255,-0.849,-6.07
-4.550999641,-4.285,-1.81,-0.707,-6.046
-3.983999968,-5.558,-3.498,-1.374,-6.06
-4.859000206,-5.616,-1.721,-1.31,-6.16
-5.352999687,-4.662,-2.796,-1.51,-5.858
-5.138999939,-3.509,-2.94,-2.021,-6.298
-7.446000099,-3.321,-1.093,-2.169,-6.303
-7.099999905,-4.873,-2.698,-2.077,-6.109
-6.591000557,-2.194,-4.014,-2.274,-6.38
-7.101000309,-2.327,-2.863,-2.019,-7.265
-7.745999813,-2.109,-2.749,-1.961,-7.707
-8.538000107,-1.873,-2.712,-2.464,-7.786
-6.967999935,-2.985,-4.486,-2.894,-7.54
-7.801999569,-1.594,-4.102,-4.21,-7.542
-6.458999634,-1.666,-3.905,-4.405,-8.478
-7.048000336,-3.664,-2.318,-4.626,-8.526
-7.008999825,-3.446,-2.848,-6.253,-8.609
-6.71999979,-3.048,-2.445,-2.191,-8.556
-6.644999504,-2.196,-2.765,-4.634,-8.041
-6.090000153,-2.376,-3.275,-4,-7.988
-5.834000111,-3.343,-4.108,-3.871,-8.29
-3.377999783,-3.994,-3.16,-3.521,-7.919
-5.494999886,-3.994,-3.173,-4.561,-8.135
-5.227000237,-3.136,-3.144,-4.286,-8.405
-4.934999943,-3.602,-1.566,-4.407,-8.918
-4.661000252,-3.502,-0.765,-4.384,-8.282
-5.531000137,-2.959,-3.977,-5.837,-8.984
-5.244999886,-3.597,-3.282,-4.727,-8.802
-5.308000088,-3.86,-1.476,-4.732,-10.319
-6.633000374,-4.888,-1.684,-6.595,-8.719
-5.659999847,-3.143,-3.272,-6.43,-7.216
-5.664000034,-4.698,-1.909,-4.384,-10.3
-5.56799984,-3.395,-1.449,-6.754,-9.401
-7.21999979,-3.873,-2.151,-5.01,-9.403
-7.572000027,-4.725,-1.853,-4.76,-9.011
-7.676999569,-4.628,-2.135,-5.369,-9.835
-8.912000656,-5.286,-2.041,-5.995,-9.701
-8.380000114,-5.556,-2.24,-4.502,-8.349
-8,-4.966,-2.237,-4.822,-8.047
-7.433999538,-5.677,-2.959,-4.668,-10.279
-7.684999943,-5.669,-2.24,-5.308,-13.184
-8.388999939,-5.301,-3.194,-4.785,-8.861
-9.031999588,-4.838,-3.183,-4.998,-6.747
-6.68200016,-5.072,-3.208,-3.595,-12.735
-6.713999748,-3.822,-3.285,-3.769,-10.943
-7.926000118,-3.822,-2.803,-2.94,-10.838
-7.977999687,-5.095,-2.519,-5.292,-8.595
-7.102999687,-5.546,-2.792,-2.591,-9.515
-7.756999969,-4.345,-2.716,-2.887,-6.615
-7.761000156,-4.337,-3.122,-2.382,-6.08
-8.680999756,-3.578,-3.259,-3.107,-5.263
-8.312000275,-3.857,-3.201,-2.518,-5.981
-5.666999817,-3.147,-2.54,-3.575,-6.285
-6.944999695,-3.821,-2.882,-3.443,-6.287
-7.46200037,-2.97,-3.156,-3.754,-5.511
-4.664999962,-2.175,-3.521,-3.824,-5.117
-3.144999981,-4.72,-3.206,-3.829,-5.817
-3.309000015,-3.492,-2.682,-3.589,-5.971
0.922999978,-3.744,-3.263,-2.916,-6.353
1.846999884,-4.206,-2.819,-2.778,-6.499
-6.770999908,-3.278,-2.664,-3.185,-6.489
-10.15699959,-4.526,-3.434,-2.293,-5.276
-8.680000305,-4.018,-2.275,-2.606,-4.267
-4.415999889,-5.102,-2.274,-2.065,-3.222
-4.786000252,-4.045,-2.438,-3.116,-9.029
-3.309000015,-3.388,-2.334,-3.078,-5.284
-4.779999733,-3.401,-2.02,-2.375,-5.106
-4.355999947,-2.951,-2.017,-3.796,-5.768
-4.459000111,-3.442,-2.909,-2.338,-6.452
-2.962000132,-2.851,-2.973,-3.379,-7.054
0.514999986,-2.884,-2.755,-3.345,-7.418
-0.925999999,-3.025,-2.974,-2.486,-7.034
-1.06099999,-2.816,-3.244,-3.895,-9.561
-1.930999994,-2.494,-2.503,-3.997,-9.498
-0.088,-2.303,-2.398,-3.359,-8.664
-1.396000028,-2.111,-2.404,-3.216,-8.852
-0.231999993,-1.93,-1.696,-2.805,-10.421
1.097000003,-1.821,-2.248,-2.265,-8.571
0.972000003,-1.531,-1.873,-2.439,-8.691
1.157999992,-1.533,-2.852,-2.094,-8.912
0.995000005,-1.587,-3.195,-1.783,-8.317
0.893999934,-1.525,-3.03,-1.492,-8.319
1.946999907,-1.527,-3.002,-2.01,-9.418
-2.566999912,-1.502,-3.027,-2.263,-8.534
-6.583999634,-1.441,-3.741,-2.268,-9.673
-5.581000328,-1.278,-2.822,-2.353,-9.082
-5.129000187,-1.382,-2.701,-3.001,-8.289
-6.901000023,-1.519,-3.335,-3.101,-8.581
-6.90500021,-1.54,-2.684,-3.323,-9.614
-6.311999798,-1.758,-3.344,-2.712,-8.616
-6.46200037,-2.026,-3.341,-2.909,-9.161
-5.813000202,-1.742,-3.232,-3.037,-9.167
2.473999977,-1.742,-3.415,-2.854,-10.543
-4.620999813,-1.494,-3.416,-2.79,-8.503
-6.229000092,-1.21,-2.935,-3.376,-9.726
-6.181000233,-0.76,-3.418,-4.083,-10.519
-6.15899992,-0.025,-3.18,-2.603,-10.239
-6.963999748,-0.164,-3.039,-2.082,-8.53
-6.933999538,0.302,-3.038,-1.876,-9.596
-5.118000031,0.501,-3.127,-2.426,-8.278
-6.303999901,0.501,-2.972,-1.963,-7.812
-6.433000088,0.701,-3.086,-1.291,-7.32
-6.990000248,0.705,-2.947,-1.137,-6.675
-5.258999825,0.297,-2.785,-2.695,-6.64
-6.036999702,-0.061,-2.79,-2.19,-6.498
-7.870999813,-0.545,-2.844,-1.791,-7.49
-3.91899991,-0.542,-2.692,-3.013,-6.376
-4.247000217,-0.293,-2.562,-0.507,-6.266
-3.584000111,-0.365,-2.429,-2.249,-7.68
-3.531000137,-0.379,-2.49,-2.445,-6.166
-6.944000244,0.015,-2.721,-2.771,-5.089
-3.9150002,0.171,-2.802,-1.929,-7.014
-7.026000023,-0.179,-2.889,-1.479,-6.609
-6.640000343,-0.416,-2.798,-1.484,-7.134
-6.766999722,-0.839,-2.708,-2.33,-6.513
-6.626999855,-1.38,-2.283,-1.434,-6.717
-6.419999599,-1.205,-2.702,-1.896,-6.509
-6.375,-2.196,-4.022,-2.634,-6.969
-6.529000282,-1.571,-4.019,-2.317,-6.227
-6.163000107,-2.086,-3.152,-1.921,-6.373
-5.331999779,-2.23,-2.814,-2.371,-6.271
-5.463000298,-1.834,-1.845,-2.343,-5.633
-4.304999828,-2.378,-1.192,-2.338,-5.324
-4.925999641,-1.711,-1.491,-2.235,-5.447
-4.936999798,-2.049,-1.395,-2.061,-4.95
-7.548999786,-1.795,-1.833,-1.759,-5.286
-6.473000526,-1.795,-1.586,-1.291,-5.359
-6.652999878,-5.111,-2.523,-1.511,-5.276
-5.758000374,-4.924,-2.294,-1.386,-5.25
-7.529000282,-4.986,-2.565,-1.03,-5.49
-7.678999901,-5.697,-2.74,-1.099,-5.72
-7.081999779,-4.83,-2.741,-1.417,-5.576
-2.733999968,-3.128,-2.578,-1.444,-5.459
-2.363999844,-2.376,-2.489,-1.627,-5.249
-2.532000065,-2.439,-3.26,-1.589,-5.129
-5.210999966,-3.151,-3.676,-1.824,-4.894
-4.626999855,-1.113,-4.085,-2.098,-4.898
-4.362999916,-1.626,-3.772,-1.597,-4.937
-4.041999817,-1.476,-3.11,-1.678,-4.935
-4.046999931,-1.17,-3.061,-1.281,-4.937
-5.124000072,-2.801,-4.083,-1.278,-4.829
-5.809999943,-1.785,-4.041,-1.076,-4.973
-4.543000221,-1.338,-4.792,-1.046,-5.037
-6.186999798,0.344,-5.197,-1.439,-5.155
-6.816000462,0.745,-5.269,-1.444,-5.194
-6.66299963,-2.949,-1.894,-1.178,-5.198
-6.620999813,-0.308,-3.525,-1.445,-5.336
-7.669999599,-0.979,-2.781,-1.115,-5.076
-8.440999985,-0.295,-2.778,-1.134,-5.356
-8.012000084,-0.941,-2.075,-1.166,-5.477
-5.204999924,-1.466,-2.867,-1.007,-5.741
-6.268000126,-1.252,-2.128,-1.129,-5.702
-6.583000183,-1.168,-2.589,-1.21,-6.036
-7.440000057,-0.789,-1.533,-1.18,-6.256
-7.289999962,-1.428,-1.271,-0.945,-6.243
-6.250999928,-1.296,-2.962,-1.179,-6.787
-6.097000122,-0.362,-2.519,-0.746,-6.412
-5.508999825,-0.977,-2.725,-1.307,-5.799
-5.93599987,-1.043,-2.389,-1.409,-5.264
-6.553999901,-1.458,1.879,-1.718,-7.834
-5.276000023,-0.557,-2.087,0.26,-6.538
-5.756000042,-1.033,-2.084,0.198,-6.56
-5.345999718,-0.794,-2.093,-2.684,-5.743
-3.549000263,-0.794,-2.179,-3.37,-5.369
-6.388999939,-1.723,0.209,-1.254,-5.583
-4.31400013,-1.928,-2.337,-3.986,-5.268
-5.164000034,-1.387,-4.99,-2.766,-4.8
-5.619999886,-1.119,-2.934,-2.396,-4.802
-5.624000072,-0.751,-1.497,-1.462,-6.3
-5.086999893,-0.837,-0.653,-2.591,-6.709
-6.963999748,-2.346,0.308,-1.939,-5.239
-6.150000095,-2.065,-0.795,-2.925,-6.283
-6.55700016,-1.967,-0.945,-3.628,-5.714
-6.997000217,-2.192,-1.036,-3.634,-5.624
-9.633999825,-3.189,-0.841,-1.626,-4.853
-8.875,-3.287,-1.856,3.96,-5.647
-7.580000401,-3.408,-0.599,-0.139,-5.891
-6.708999634,-1.225,1.15,-0.031,-5.382
-6.322999954,-3.724,0.206,-3.827,-3.652
-8.824999809,-3.246,1.789,-2.896,-5.681
-8.562999725,-3.465,0.035,-3.446,-4.017
-9.406999588,-3.609,-2.696,-2.621,-6.14
-8.118000031,-3.967,-0.811,-2.202,-6.142
-6.941999912,-3.539,-0.367,-3.555,-3.791
-7.784999847,-3.281,0.027,-4.168,-5.447
-7.717000008,-3.671,-0.577,-4.311,-4.001
-7.671000004,-3.621,-0.303,-3.7,-4.219
-6.036000252,-4.719,-1.086,-3.446,-4.396
-2.10800004,-3.95,-0.507,2.441,-5.183
-6.848999977,-3.95,-0.35,0.893,-4.808
-7.766000271,-3.458,-0.442,-3.653,-4.994
-7.769999504,-2.472,-0.558,-1.99,-5.503
-7.921000004,-4.972,-0.75,-3.005,-5.757
-7.508000374,-4.703,-0.384,-2.788,-5.666
-7.870999813,-4.519,0.133,-2.451,-5.023
-7.730000496,-4.579,-0.2,-1.7,-5.106
-6.498000145,-4.703,-0.248,-2.948,-5.743
-2.155999899,-3.889,-0.467,-2.898,-4.011
-3.225999832,-4.395,-0.278,-2.627,-3.848
-4.029000282,-4.56,-0.7,-3.387,-3.761
-4.649000168,-6.149,-0.697,-3.642,-3.809
-8.730000496,-5.373,-1.085,-2.544,-3.875
-1.932999969,-5,-1.408,-2.971,-3.821
-6.079999924,-5.156,-1.471,-3.517,-3.917
-6.868000031,-4.883,-1.696,-3.758,-3.661
-6.801999569,-2.02,-1.676,-3.189,-3.74
-10.85000038,-0.957,-1.986,-2.682,-3.914
-0.336999983,-2.415,-1.735,-1.807,-3.734
0.692000031,-4.16,-1.943,-1.906,-3.718
-3.34800005,-2.297,-2.043,-1.746,-3.569
-1.593000054,-1.919,-1.667,-1.633,-3.04
-2.587000132,-2.921,-2.124,-1.502,3.254
-1.156999946,-5.512,-1.911,-1.218,3.252
-0.442999989,-2.732,-1.942,-0.494,-5.709
-0.050000001,-3.406,-2.052,0.203,-5.98
0.949999988,-2.165,-1.701,0.557,-6.201
0.541999996,-1.541,-2.649,0.496,-5.947
0.935000062,-2.443,-2.811,0.048,-5.824
0.432999998,-2.902,-3.511,1.143,-5.656
0.444000006,-2.948,-2.165,0.175,-5.842
0.336999983,-2.948,-2.537,0.939,-5.479
1.274999976,-3.323,-2.309,0.044,-6.116
2.726000071,-4.389,-0.947,-0.635,-5.904
-5.018000126,-2.977,-4.185,1.143,-6.314
-5.592000008,-3.677,-4.777,-0.654,-5.939
-5.34100008,-3.279,-2.685,0.549,-5.75
-6.012000084,-3.399,-3.549,0.642,-5.755
-6.015999794,-4.364,-2.604,1.378,-6.018
-5.888999939,-4.119,-2.262,0.813,-5.688
-5.72300005,-3.657,-2.768,0.283,-6.453
-6.03399992,-4.637,-2.612,0.208,-6.059
-4.475999832,-4.336,-3.008,0.244,-5.911
-5.990000248,-4.157,-2.889,0.237,-5.848
-5,-3.879,-2.705,1.129,-5.916
-6.809999943,-4.208,-3.689,0.661,-6.452
-6.875,-4.058,-3.197,0.318,-6.539
-6.140999794,-3.883,-4.363,0.402,-6.113
-5.108000278,-3.959,-0.645,-0.12,-6.283
-6.168999672,-5.302,-2.574,-0.441,-6.504
-6.234000206,-4.26,-2.65,-0.796,-8.224
-7.277999878,-5.03,-0.934,-0.13,-7.536
-6.171000004,-5.33,-3.651,-0.417,-7.266
-7.108000278,-6.235,-3.499,-0.958,-7.666
-6.68200016,-7.1,-3.048,-0.506,-7.668
-6.65500021,-5.394,-3.167,-0.511,-8.527
-6.050000191,-6.808,-2.493,-0.838,-8.344
-4.004000187,-3.891,-2.044,-0.753,-7.683
-3.731000185,-2.297,-2.758,-0.643,-8.262
-4.005000114,-2.297,-2.083,-1.023,-8.563
-7.883999825,-4.539,-1.838,-0.981,-8.701
-7.887999535,-4.252,-2.127,-1.413,-8.305
-6.677999973,-6.03,-1.949,-1.551,-8.237
-6.946000099,-3.635,-1.946,-1.754,-8.513
-6.637000084,-3.259,-2.787,-1.566,-8.025
-6.81400013,-2.372,-2.736,-1.661,-7.927
-6.776999474,-3.568,-2.632,-2.054,-7.37
-6.451999664,-3.173,-3.361,-2.099,-7.808
-6.31400013,-3.487,-3.155,-2.133,-7.929
-5.938000202,-5.121,-3.197,-2.426,-9.549
-5.550999641,-4.066,-2.969,-3.399,-10.147
-5.725999832,-3.707,-3.055,-4.326,-11.2
-5.766999722,-4.079,-3.547,-4.1,-13.247
-5.092999935,-3.769,-3.619,-5.123,-10.769
-7.480999947,-3.224,-2.405,-4.817,-13.447
-6.544999599,-3.893,-2.424,-7.186,-11.32
-7.69299984,-4.075,-3.538,-4.396,-11.692
-5.477000237,-3.596,-2.985,-4.196,-9.928
-4.710999966,-3.265,-2.877,-4.141,-4.862
-4.084000111,-2.923,-3.276,-4.023,-11.593
-3.70299983,-2.952,-3.698,-4.466,-9.518
-6.631999969,-2.432,-3.71,-4.261,-8.73
-7.15500021,-2.556,-3.525,-5.558,-8.869
-5.116000175,-2.663,-3.633,-4.772,-8.871
-5.120999813,-2.588,-3.281,-6.023,-7.712
-6.043000221,-2.063,-3.33,-6.028,-8.185
-5.546999931,-2.506,-2.701,-5.949,-8.888
-5.887000084,-1.492,-2.221,-6.368,-10.126
-5.93900013,-2.077,-3.509,-6.052,-9.49
-7.883000374,-1.68,-2.816,-4.674,-9.972
-7.919999599,-1.435,-2.618,-6.688,-10.305
-7.756999969,-1.636,-3.654,-7.023,-9.942
-7.238999844,-1.517,-2.826,-4.686,-9.387
-7.233000278,-1.554,-3.115,-4.918,-10.981
-8.480000496,-1.609,-3.112,-4.835,-12.418
-6.157000065,-1.534,-2.735,-5.073,-13.032
-5.991999626,-1.54,-3.082,-5.029,-11.989
-6.462999821,-1.412,-2.533,-4.816,-11.358
-6.608000278,-1.507,-2.443,-3.319,-6.548
-6.585000038,-1.516,-2.861,-4.997,-6.115
-5.958000183,-1.671,-3.362,-5.433,-7.521
-5.743000031,-1.846,-2.018,-5.079,-6.606
-3.70600009,-2.114,-2.812,-4.117,-5.595
-4.529000282,-1.925,-2.302,-5.099,-6.061
-4.65899992,-1.107,-3.175,-4.842,-7.407
-5.768000126,-0.629,-2.333,-4.989,-7.409
-4.861000061,-0.368,-2.318,-3.315,-5.41
-4.865000248,-0.181,-2.822,-2.292,-5.829
-6.251999855,-0.327,-2.984,-2.277,-7.174
-5.709000111,0.423,-2.239,-3.513,-4.751
-5.383000374,0.091,-2.717,-3.193,-4.865
-6.973999977,0.091,-3.341,-3.584,-6.102
-0.788999975,0.265,-3.454,-3.408,-8.632
-5.441999912,0.344,-3.002,-4.219,-6.018
-6.448999882,0.653,-3.31,-4.224,-5.173
-7.744999886,-0.5,-3.01,-2.754,-5.53
-8.041000366,-0.448,-3.286,-2.934,-5.665
-7.613999844,-0.333,-3.283,-2.964,-5.326
-7.227999687,0.22,-3.427,-3.37,-6.299
-6.423000336,0.116,-3.157,-1.704,-5.034
-7.384999752,-0.163,-3.417,-2.1,-6.543
-8.413999558,-0.707,-3.176,-2.959,-7.793
-8.244999886,0.019,-3.472,-2.652,-7.616
-7.328000069,-0.06,-3.257,-2.315,-8.186
-8.18900013,-0.282,-3.113,-4.529,-10.485
-8.491999626,-0.39,-3.275,-2.225,-10.375
-3.474999905,-1.415,-3.1,-2.255,-9.944
-8.086000443,-1.425,-2.922,-2.561,-9.748
-7.166999817,-1.584,-3.106,-4.027,-8.142
-6.90599966,-1.439,-2.91,-3.556,-9.408
-6.638999939,-1.918,-2.824,-3.374,-9.021
-6.946000099,-2.022,-2.78,-2.528,-8.852
-2.467000008,-1.93,-2.659,-2.175,-8.854
-6.736000061,-2.396,-2.704,-2.931,-8.841
-6.741000175,-2.21,-2.577,-2.689,-8.499
-7.483999729,-2.167,-2.431,-1.903,-10.359
-7.237000465,-2.393,-2.616,-2.134,-9.111
-5.786999702,-2.18,-2.535,-1.089,-8.533
-8.296999931,-2.18,-2.787,-1.398,-8.9
-5.365000248,-1.621,-2.859,-1.96,-9.048
-3.261999846,-1.851,-2.942,-2.83,-9.254
-3.352999926,-2.042,-2.907,-2.835,-9.356
-7.678999901,-0.764,-2.694,-2.833,-9.567
-5.539999962,-10.017,-3.393,-2.959,-9.32
-8.098000526,-5.709,-3.031,-2.456,-8.157
3.766999722,-2.267,-3.438,-3.352,-8.451
-2.393000126,-1.818,-3.219,-3.448,-8.814
4.625999928,-2.166,-4.088,-2.724,-10.633
-1.511999965,-1.475,-4.085,-2.834,-10.636
-0.098999999,-1.556,-2.797,-2.437,-9.196
-1.377000093,-1.228,-2.015,-2.355,-8.289
0.280999988,-0.848,-1.532,-2.815,-8.733
0.024,-1.562,-1.87,-2.552,-8.155
0.328999996,-2.208,-1.966,-2.318,-7.76
0.682999969,-0.864,-1.463,-2.145,-7.3
0.385999978,-0.803,-2.335,-1.717,-7.353
0.222000003,-5.79,-2.939,-1.923,-7.293
0.814999938,-2.025,-2.312,-1.282,-7.596
0.794999957,-0.823,-2.276,-1.575,-7.188
-0.430000007,-0.828,-2.107,-1.449,-7
2.844000101,-1.689,-2.574,-2.023,-6.598
-5.460999966,-0.255,-2.718,-2.239,-6.6
-5.986999989,-1.124,-2.972,-3.428,-7.202
-5.477999687,-1.032,-2.962,-1.673,-5.553
-5.736999989,-1.027,-2.201,-2.261,-6.256
-5.556000233,-1.226,-3.242,-3.139,-6.425
-5.559999943,-0.997,-3.592,-2.927,-6.483
-7.217999935,-0.678,-3.229,-2.457,-7.324
-5.784999847,-0.47,-3.266,-2.912,-7.066
-4.925999641,0.268,-3.045,-2.192,-6.8
-5.413000107,-0.256,-2.598,-1.648,-6.39
-6.782000065,-1.073,-2.276,-1.653,-6.274
-7.512999535,-0.797,-3.954,-2.109,-6.281
-6.687999725,-1.372,-3.381,-1.595,-6.03
-6.883999825,-1.621,-3.141,-1.753,-5.536
-6.612999916,-1.621,-2.453,-1.956,-5.331
-6.678999901,-1.496,-2.821,-1.735,-5.053
-6.383999825,-1.572,-2.818,-2.206,-4.949
-5.975999832,-1.49,-2.884,-1.841,-4.964
-7.10199976,-1.661,-2.556,-1.996,-5.272
-6.375,-1.265,-3.381,-2.306,-5.361
-6.241000175,-0.954,-2.68,-2.085,-5.533
-6.879000187,-1.68,-2.289,-1.788,-5.662
-6.712999821,-2.515,-2.058,-1.381,-6.014
-4.758000374,-2.174,-2.123,-1.334,-5.56
-5.355999947,-2.422,-2.883,-1.307,-5.581
-4.234999657,-2.638,-2.472,-1.439,-5.509
-5.979000092,-3.669,-2.68,-1.115,-5.371
-4.252999783,-3.185,-3.407,-1.365,-5.137
-7.487000465,-3.573,-4.921,-1.271,-5.171
-7.491000175,-2.937,-1.456,-1.472,-5.027
-6.784999847,-3.835,-1.961,-1.268,-5.105
-6.437000275,-3.92,-0.555,-1.435,-5.107
-6.191999912,-3.639,0.857,-1.68,-5.145
-6.381999969,-3.93,-2.098,-1.188,-4.809
-5.879000187,-3.687,-3.049,-1.579,-4.851
-6.328999996,-3.728,-2.088,-1.475,-5.044
-5.988999844,-3.722,-6.674,-1.129,-5.234
-5.575999737,-4.065,-2.887,-1.172,-5.163
-5.143000126,-4.189,-0.356,-0.951,-5.199
-5.552000046,-4.073,0.165,-1.13,-5.349
-4.870999813,-5.276,-0.202,-1.135,-5.42
-6.119999886,-5.276,-0.317,-1.192,-5.637
-7.421999931,-4.893,-0.719,-1.024,-5.769
-8.387999535,-4.001,-0.096,-1.26,-5.908
-6.691000462,-4.215,0.284,-1.168,-5.797
-6.551999569,-4.832,0.156,-0.916,-6.35
-4.960999966,-4.47,1.562,-1.261,-6.909
-4.831000328,-4.676,-0.128,-1.346,-6.818
-5.043999672,-4.581,-0.679,-1.116,-6.869
-4.199000359,-4.395,-1.533,-0.985,-6.392
-3.716999769,-4.56,-3.268,-1.022,-5.537
-1.945999861,-4.261,-3.265,-1.299,-6.125
-1.950999975,-4.395,0.76,-1.162,-5.527
-4.359000206,-5.105,-0.81,-1.166,-6.418
-6.430000305,-4.79,-0.754,-1.615,-4.545
-5.727000237,-3.912,-0.07,-0.517,-3.21
-6.902999878,-3.583,-0.575,-2.013,-4.873
-7.164999962,-2.561,-0.682,-0.165,-1.907
-7.248000145,-1.968,-0.143,-1.11,-4.307
-8.152999878,-4.645,-0.83,-0.214,-4.309
-8.253000259,-3.89,-0.324,-1.487,-4.204
-8.248999596,-3.799,-0.394,-2.156,-6.744
-8.206999779,-3.283,0.124,-3.574,-4.74
-6.240000248,-3.128,-0.184,-2.759,-4.586
-7.273999691,-2.774,0.096,-2.603,-6.618
-6.626000404,-4.438,0.137,-2.573,-5.34
-6.645999908,-2.8,-0.07,-3.147,-5.555
-5.710000038,-2.422,-0.359,-3.088,-5.727
-6.900000095,-2.637,-0.823,-5.086,-6.113
-6.21600008,-2.461,-0.82,-5.091,-3.764
-3.261999846,-2.461,-0.929,-1.746,-6.115
-2.407999992,-2.751,-1.198,-4.346,-5.387
-3.4599998,-3.931,-0.893,-0.965,-3.436
-6.501000404,-4.269,-1.379,-1.728,-5.481
-4.96600008,-3.401,-1.818,-0.231,-3.504
-6.583000183,-3.274,-1.775,-1.669,-4.114
-6.58700037,-3.467,-1.495,-3.279,-5.893
-6.215000153,-4.039,-1.626,-2.385,-4.853
-6.918000221,-3.726,-1.778,-2.924,-4.722
-6.891000271,-4.826,-1.864,-4.494,-2.737
-4.789000034,-3.66,-1.899,-4.076,-3.599
-8.746999741,-4.417,-1.752,-4.177,-4.593
-0.663999975,-2.878,-1.775,-2.992,-4.792
-5.297999859,-3.932,-1.87,-2.733,-5.687
-3.681999922,-4.566,-1.758,-0.176,-5.145
-5.643000126,-3.658,-1.672,-4.546,-5.228
